kode	uraian	vol	sat	hargasat	jumlah	kdblokir	sdana
	    -     Biaya lahan praktek tk I  [70 MHS x 3 MGGU]	210	OK	40000	24000000		
	    -     Biaya lahan praktek tk II  [35 MHS x 3 MGGU x 3 MK]	315	OK	40000	12600000		
	    -     Biaya lahan praktek tk III  [33 MHS x 3 MGGU x 4 MK]	396	OK	40000	15840000		
	    -     Biaya lahan praktek tk IV  [33 MHS x 3 MGGU x 4 MK]	396	OK	40000	15840000		
      H	PRODI D-IV KEPERAWATAN SEMARANG	0		0	209020000		
     525111	Belanja Gaji dan Tunjangan	0		0	68100000		F
	    -     Honor Penguji Pencapaian Kompetensi tk I  [83 MHS x 1 PGJ x 1 MA]	83	OK	75000	6225000		
	    -     Honor Penguji Pencapaian Kompetensi tk II  [83 MHS x 1 PGJ x 3 MA]	249	OK	75000	18675000		
	    -     Honor Penguji Pencapaian Kompetensi tk III  [51 MHS x 1 PGJ x 6 MA]	306	OK	75000	22950000		
	    -     Honor penguji ujian kompetensi Tk.IV  [45 MHS x 1 PJG x 6 MA]	270	OK	75000	20250000		
     525115	Belanja Perjalanan	0		0	4520000		F
	    -     Uang harian seminar dan koordinasi CI RS  [2 RS x 2 KEG x 1 ORG]	4	OK	130000	520000		
	    -     Uang harian penyerahan dan penarikan praktek klinik luar kota  [1 ORG x 2 RS x 2 KEG]	4	OK	350000	1400000		
	    -     Uang harian bimbingan PKL  luar kota  [1 OR x 2 RS x 2 KL]	4	OH	350000	1400000		
	    -     Transport bimbingan PKL  dalam kota  [1 OR x 2 RS x 2 KL]	4	OK	150000	600000		
	    -     Transport penyerahan dan penarikan praktek klinik dalam kota  [1 ORG x 2 RS x 2 KEG]	4	OK	150000	600000		
     525119	Belanja Penyediaan Barang dan Jasa BLU Lainnya	0		0	136400000		F
	    -     Konsumsi rapat koordinasi CI RS  [2 RS x 2 OR x 2 KEG]	8	ORG	25000	200000		
	    -     Biaya lahan praktek tk I  [83 MHS x 3 MGG x 1 KEG]	249	OK	50000	12450000		
	    -     Biaya lahan praktek tk II  [83 MHS x 3 MGG x 3 MK]	747	OK	50000	37350000		
	    -     Biaya lahan praktek tk III  [51 MHS x 3 MGG x 6 MK]	918	OK	50000	45900000		
	    -     Biaya lahan praktek tk IV  [45 MHS x 3 MGG x 6 MK]	810	OK	50000	40500000		
      J	KELAS ALIH JENJANG SEMARANG	0		0	37760000		
     525111	Belanja Gaji dan Tunjangan	0		0	9000000		F
	    -     Honor Penguji Penilaian Pencapaian Kompetensi Smt II  [30 MHS x 1 PGJ x 4 MK]	120	OK	75000	9000000		
     525112	Belanja Barang	0		0	660000		F
	    -     Penggandaan instrumen penilaian ujian praktek klinik  [4 MK x 10 LBR x 2 PGJ x 10 EKS]	800	LBR	200	160000		
	    -     Konsumsi rapat koordinasi praktek dan seminar klinik  [5 OR x 2 RS x 2 KEG]	20	OK	25000	500000		
     525115	Belanja Perjalanan	0		0	7100000		F
	    -     Transport rapat koordinasi praktek klinik dalam kota  [1 DSN x 1 KEG x 2 LAHAN]	2	OK	150000	300000		
	    -     Transport rapat koordinasi praktek klinik luar kota  [1 OR x 1 KL x 2 LHN]	2	OK	350000	700000		
	    -     Uang harian rapat koordinasi CI praktek klinik  [5 CI x 4 LHN]	20	OK	25000	500000		
	    -     Transport bimbingan praktek klinik dalam kota  [1 OR x 2 KL x 2 LHN]	4	OK	150000	600000		
	    -     Transport bimbingan praktek klinik luar kota  [1 OR x 2 KL x 2 LHN]	4	OK	350000	1400000		
	    -     Uang harian seminar klinik CI  [5 OR x 4 LHN]	20	OK	130000	2600000		
	    -     Transport  penyerahan dan penarikan praktek klinik dalam kota  [1 OR x 2 LHN x 1 KEG]	2	OK	150000	300000		
	    -     Transport penyerahan dan penarikan praktek klinik luar kota  [1 OR x 2 LHN x 1 KEG]	2	OK	350000	700000		
     525119	Belanja Penyediaan Barang dan Jasa BLU Lainnya	0		0	21000000		F
	    -     Konsumsi rapat koordinasi praktek klinik  [10 OR x 4 LHN]	40	OK	25000	1000000		
	    -     Konsumsi penyerahan dan penarikan praktek klinik  [10 OR x 4 LHN x 2 KEG]	80	OK	25000	2000000		
	    -     Biaya lahan praktek semester II  [30 MHS x 3 MGG x 4 MK]	360	OK	50000	18000000		
      K	PRODI PROFESI NERS	0		0	342800000		
     525111	Belanja Gaji dan Tunjangan	0		0	93000000		F
	    -     Honor Penguji Pencapaian Kompetensi Angkatan III  [6 MK x 1 PGJ x 155 MHS]	930	OK	100000	93000000		
     525112	Belanja Barang	0		0	1800000		F
	    -     Konsumsi penarikan dan penyerahan mahasiswa praktek klinik  [10 RS x 2 ORG x 2 KEG]	40	OK	25000	1000000		
	    -     Konsumsi rapat koordinasi praktek klinik angkatan III  [2 OR x 8 LHN x 2 KL]	32	OK	25000	800000		
     525115	Belanja Perjalanan	0		0	4800000		F
	    -     Transport bimbingan praktek klinik dalam kota angkatan III  [2 MGG x 1 DSN x 2 RS]	4	OK	100000	400000		
	    -     Transport bimbingan praktek klinik luar kota Angkatan III  [2 MGG x 1 DSN x 2 RS]	4	OK	200000	800000		
	    -     Uang harian CI dalam kegiatan seminar klinik  [5 CI x 1 KEG x 2 RS]	10	OK	100000	1000000		
	    -     Transport penjajagan lahan praktek klinik dalam kota  [2 RS x 1 DOSEN]	2	OK	100000	200000		
	    -     Transport penjajagan lahan praktek klinik luar kota  [2 RS x 1 PMB]	2	OK	200000	400000		
	    -     Transport penyerahan dan penarikan praktek klinik dalam kota  [2 RS x 1 DOSEN x 2 KEG]	4	OK	150000	600000		
	    -     Transport penyerahan dan penarikan praktek klinik luar kota  [2 RS x 1 DOSEN x 2 KEG]	4	OK	350000	1400000		
     525119	Belanja Penyediaan Barang dan Jasa BLU Lainnya	0		0	243200000		F
	    -     Biaya pemenuhan kompetensi Sertifikasi keahlian Angkatan III  [152 MHS x 1 KEG]	152	OK	1250000	190000000		
	    -     Biaya lahan praktek Angkatan III  [152 MHS x 7 MGG]	1064	OK	50000	53200000		
   054	Pelaksanaan Ujian	0		0	96439000		
      B	PRODI D-III KEPERAWATAN SEMARANG	0		0	4042000		
     525112	Belanja Barang	0		0	4042000		F
	    -     Konsumsi ujian proposal KTI  [107 OR x 1 KEG]	107	OK	15000	1605000		
	    -     Konsumsi ujian sidang KTI  [107 KLP x 1 KEG]	107	OK	15000	1605000		
	    -     Penggandaan soal uji tulis  [10 MA x 2 LBR x 2 KL x 104 MHS]	4160	LBR	200	832000		
      C	PRODI D-III KEPERAWATAN MAGELANG	0		0	2520000		
     525112	Belanja Barang	0		0	2520000		F
	    -     Konsumsi ujian proposal KTI  [12 KLP x 3 PNGJI]	36	OK	15000	540000		
	    -     Konsumsi ujian sidang KTI  [12 KLP x 3 PNGJI]	36	OK	15000	540000		
	    -     Penggandaan soal uji tulis  [15 MA x 3 LBR x 2 KL x 80 MHS]	7200	LBR	200	1440000		
      D	PRODI D-III KEPERAWATAN PURWOKERTO	0		0	2064000		
     525112	Belanja Barang	0		0	2064000		F
	    -     Konsumsi ujian proposal KTI  [12 KLP x 3 PNGJI]	36	OK	15000	540000		
	    -     Konsumsi ujian sidang KTI  [12 KLP x 3 PNGJI]	36	OK	15000	540000		
	    -     Penggandaan soal uji tulis  [10 MA x 2 LBR x 2 KL x 123 MHS]	4920	LBR	200	984000		
      E	PRODI D-III KEPERAWATAN PEKALONGAN	0		0	3024000		
     525112	Belanja Barang	0		0	3024000		F
	    -     Konsumsi ujian proposal KTI  [12 KLP x 3 PNGJI]	36	OK	15000	540000		
	    -     Konsumsi ujian sidang KTI  [12 KLP x 3 PNGJI]	36	OK	15000	540000		
	    -     Penggandaan soal uji tulis  [15 MA x 3 LBR x 2 KL x 108 MHS]	9720	LBR	200	1944000		
      F	PRODI D-III KEPERAWATAN BLORA	0		0	3096000		
     525112	Belanja Barang	0		0	3096000		F
	    -     Konsumsi ujian proposal KTI  [12 KLP x 3 PNGJI]	36	OK	15000	540000		
	    -     Konsumsi ujian sidang KTI  [12 KLP x 3 PNGJI]	36	OK	15000	540000		
	    -     Penggandaan soal uji tulis  [15 MA x 3 LBR x 2 KL x 112 MHS]	10080	PT	200	2016000		
      G	PRODI D-IV KEPERAWATAN MAGELANG	0		0	1800000		
     525112	Belanja Barang	0		0	1800000		F
	    -     Konsumsi ujian proposal KTI  [12 KLP x 3 PNGJI]	36	OK	15000	540000		
	    -     Konsumsi ujian sidang KTI  [12 KLP x 3 PNGJI]	36	OK	15000	540000		
	    -     Penggandaan soal uji tulis  [15 MA x 3 LBR x 2 KL x 40 MHS]	3600	LBR	200	720000		
      H	PRODI D-IV KEPERAWATAN SEMARANG	0		0	1818000		
     525112	Belanja Barang	0		0	1818000		F
	    -     Konsumsi ujian proposal KTI  [12 KLP x 3 PNGJI]	36	OK	15000	540000		
	    -     Konsumsi ujian sidang KTI  [12 KLP x 3 PNGJI]	36	OK	15000	540000		
	    -     Penggandaan soal uji tulis  [15 MA x 3 LBR x 2 KL x 41 MHS]	3690	LBR	200	738000		
      L	KELAS ALIH JENJANG SEMARANG	0		0	2700000		
     525112	Belanja Barang	0		0	2700000		F
	    -     Konsumsi ujian proposal skripsi  [30 MHS x 3 PGJ]	90	OK	15000	1350000		
	    -     Konsumsi ujian skripsi  [30 MHS x 3 PGJ]	90	OK	15000	1350000		
      M	PRODI PROFESI NERS	0		0	75375000		
     525111	Belanja Gaji dan Tunjangan	0		0	68400000		F
	    -     Honor Pembimbing Tugas Akhir (TA)  [152 MHS x 1 PBB]	152	OK	400000	60800000		
	    -     Honor Penguji TA  [1 PGJ x 1 KEG x 152 MHS]	152	OK	50000	7600000		
     525112	Belanja Barang	0		0	6975000		F
	    -     Konsumsi penguji proposal TA  [155 MHS x 3 PGJ]	465	OK	15000	6975000		
5034.501.002	Mahasiswa yang Dididik pada Jurusan Kebidanan	0		0	4513596000		
   051	Pelaksanaan Persiapan	0		0	352599000		
      A	PRODI D-III KEBIDANAN SEMARANG	0		0	14970000		
     525111	Belanja Gaji dan Tunjangan	0		0	5000000		F
	> Workshop reviu kurikulum	0		0	5000000		
	    -     Honor narasumber workshop reviu kurikulum  [2 OR x 3 JAM x 1 KL]	6	JAM	500000	3000000		
	 >> Persiapan pra klinik	0		0	2000000		
	    -     Honor narasumber  [2 OR x 2 JAM]	4	OK	500000	2000000		
     525112	Belanja Barang	0		0	3520000		F
	> Workshop reviu kurikulum	0		0	3520000		
	    -     Konsumsi workshop reviu kurikulum  [15 OR x 2 HR x 1 KL]	30	OK	53000	1590000		
	    -     Penggandaan materi workshop reviu kurikulum  [15 OR x 20 LBR x 3 MTR]	900	LBR	200	180000		
	 >> Persiapan pra klinik	0		0	1750000		
	    -     Konsumsi capping day	70	OR	25000	1750000		
     525115	Belanja Perjalanan	0		0	6450000		F
	> Workshop reviu kurikulum	0		0	6450000		
	    -     Transport pertemuan dalam kota  [15 OR x 1 KL]	15	OK	150000	2250000		
	    -     Uang harian fullboard dalam kota  [15 OR x 2 HR]	30	OH	130000	3900000		
	 >> Persiapan pra klinik	0		0	300000		
	    -     Transport narasumber  [2 OR x 1 KL]	2	OK	150000	300000		
      B	PRODI D-III KEBIDANAN MAGELANG	0		0	14645000		
     525111	Belanja Gaji dan Tunjangan	0		0	5000000		F
	> Workshop reviu kurikulum	0		0	5000000		
	    -     Honor narasumber workshop reviu kurikulum  [2 OR x 3 JAM x 1 KL]	6	JAM	500000	3000000		
	 >> Persiapan pra klinik	0		0	2000000		
	    -     Honor narasumber  [2 OR x 2 JAM]	4	OK	500000	2000000		
     525112	Belanja Barang	0		0	3195000		F
	> Workshop reviu kurikulum	0		0	3195000		
	    -     Konsumsi workshop reviu kurikulum  [15 OR x 2 HR x 1 KL]	30	OK	53000	1590000		
	    -     Penggandaan materi workshop reviu kurikulum  [15 OR x 20 LBR x 3 MTR]	900	LBR	200	180000		
	 >> Persiapan pra klinik	0		0	1425000		
	    -     Konsumsi capping day	57	OR	25000	1425000		
     525115	Belanja Perjalanan	0		0	6450000		F
	> Workshop reviu kurikulum	0		0	6450000		
	    -     Transport pertemuan dalam kota  [15 OR x 1 KL]	15	OK	150000	2250000		
	    -     Uang harian fullboard dalam kota  [15 OR x 2 HR]	30	OH	130000	3900000		
	 >> Persiapan pra klinik	0		0	300000		
	    -     Transport narasumber  [2 OR x 1 KL]	2	OK	150000	300000		
      C	PRODI DIII KEBIDANAN PURWOKERTO	0		0	14820000		
     525111	Belanja Gaji dan Tunjangan	0		0	5000000		F
	> Workshop reviu kurikulum	0		0	5000000		
	    -     Honor narasumber workshop reviu kurikulum  [2 OR x 3 JAM x 1 KL]	6	JAM	500000	3000000		
	 >> Persiapan pra klinik	0		0	2000000		
	    -     Honor narasumber  [2 OR x 2 JAM]	4	OK	500000	2000000		
     525112	Belanja Barang	0		0	3370000		F
	> Workshop reviu kurikulum	0		0	3370000		
	    -     Konsumsi workshop reviu kurikulum  [15 OR x 2 HR x 1 KL]	30	OK	53000	1590000		
	    -     Penggandaan materi workshop reviu kurikulum  [15 OR x 20 LBR x 3 MTR]	900	LBR	200	180000		
	 >> Persiapan pra klinik	0		0	1600000		
	    -     Konsumsi capping day	64	OR	25000	1600000		
     525115	Belanja Perjalanan	0		0	6450000		F
	> Workshop reviu kurikulum	0		0	6450000		
	    -     Transport pertemuan dalam kota  [15 OR x 1 KL]	15	OK	150000	2250000		
	    -     Uang harian fullboard dalam kota  [15 OR x 2 HR]	30	OH	130000	3900000		
	 >> Persiapan pra klinik	0		0	300000		
	    -     Transport narasumber  [2 OR x 1 KL]	2	OK	150000	300000		
      D	PRODI D III KEBIDANAN BLORA	0		0	15095000		
     525111	Belanja Gaji dan Tunjangan	0		0	5000000		F
	> Workshop reviu kurikulum	0		0	5000000		
	    -     Honor narasumber workshop reviu kurikulum  [2 OR x 3 JAM x 1 KL]	6	JAM	500000	3000000		
	 >> Persiapan pra klinik	0		0	2000000		
	    -     Honor narasumber  [2 OR x 2 JAM]	4	OK	500000	2000000		
     525112	Belanja Barang	0		0	3645000		F
	> Workshop reviu kurikulum	0		0	3645000		
	    -     Konsumsi workshop reviu kurikulum  [15 OR x 2 HR x 1 KL]	30	OK	53000	1590000		
	    -     Penggandaan materi workshop reviu kurikulum  [15 OR x 20 LBR x 3 MTR]	900	LBR	200	180000		
	 >> Persiapan pra klinik	0		0	1875000		
	    -     Konsumsi capping day	75	OR	25000	1875000		
     525115	Belanja Perjalanan	0		0	6450000		F
	> Workshop reviu kurikulum	0		0	6450000		
	    -     Transport pertemuan dalam kota  [15 OR x 1 KL]	15	OK	150000	2250000		
	    -     Uang harian fullboard dalam kota  [15 OR x 2 HR]	30	OH	130000	3900000		
	 >> Persiapan pra klinik	0		0	300000		
	    -     Transport narasumber  [2 OR x 1 KL]	2	OK	150000	300000		
      E	PRODI SARJANA TERAPAN KEBIDANAN SEMARANG	0		0	18495000		
     525111	Belanja Gaji dan Tunjangan	0		0	5000000		F
	> Workshop reviu kurikulum	0		0	5000000		
	    -     Honor narasumber workshop reviu kurikulum  [2 OR x 3 JAM x 1 KL]	6	JAM	500000	3000000		
	 >> Persiapan pra klinik	0		0	2000000		
	    -     Honor narasumber  [2 OR x 2 JAM]	4	OK	500000	2000000		
     525112	Belanja Barang	0		0	7045000		F
	> Workshop reviu kurikulum	0		0	7045000		
	    -     Konsumsi workshop reviu kurikulum  [15 OR x 2 HR x 1 KL]	30	OK	53000	1590000		
	    -     Penggandaan materi workshop reviu kurikulum  [15 OR x 20 LBR x 3 MTR]	900	LBR	200	180000		
	 >> Persiapan pra klinik	0		0	5275000		
	    -     Konsumsi capping day	211	OR	25000	5275000		
     525115	Belanja Perjalanan	0		0	6450000		F
	> Workshop reviu kurikulum	0		0	6450000		
	    -     Transport pertemuan dalam kota  [15 OR x 1 KL]	15	OK	150000	2250000		
	    -     Uang harian fullboard dalam kota  [15 OR x 2 HR]	30	OH	130000	3900000		
	 >> Persiapan pra klinik	0		0	300000		
	    -     Transport narasumber  [2 OR x 1 KL]	2	OK	150000	300000		
      F	PRODI SARJANA TERAPAN KEBIDANAN MAGELANG	0		0	14470000		
     525111	Belanja Gaji dan Tunjangan	0		0	5000000		F
	> Workshop reviu kurikulum	0		0	5000000		
	    -     Honor narasumber workshop reviu kurikulum  [2 OR x 3 JAM x 1 KL]	6	JAM	500000	3000000		
	 >> Persiapan pra klinik	0		0	2000000		
	    -     Honor narasumber  [2 OR x 2 JAM]	4	OK	500000	2000000		
     525112	Belanja Barang	0		0	3020000		F
	> Workshop reviu kurikulum	0		0	3020000		
	    -     Konsumsi workshop reviu kurikulum  [15 OR x 2 HR x 1 KL]	30	OK	53000	1590000		
	    -     Penggandaan materi workshop reviu kurikulum  [15 OR x 20 LBR x 3 MTR]	900	LBR	200	180000		
	 >> Persiapan pra klinik	0		0	1250000		
	    -     Konsumsi capping day	50	OR	25000	1250000		
     525115	Belanja Perjalanan	0		0	6450000		F
	> Workshop reviu kurikulum	0		0	6450000		
	    -     Transport pertemuan dalam kota  [15 OR x 1 KL]	15	OK	150000	2250000		
	    -     Uang harian fullboard dalam kota  [15 OR x 2 HR]	30	OH	130000	3900000		
	 >> Persiapan pra klinik	0		0	300000		
	    -     Transport narasumber  [2 OR x 1 KL]	2	OK	150000	300000		
      I	PRODI SARJANA TERAPAN KEBIDANAN ALIH JENJANG SEMARANG	0		0	14470000		
     525111	Belanja Gaji dan Tunjangan	0		0	5000000		F
	> Workshop reviu kurikulum	0		0	5000000		
	    -     Honor narasumber workshop reviu kurikulum  [2 OR x 3 JAM x 1 KL]	6	JAM	500000	3000000		
	 >> Persiapan pra klinik	0		0	2000000		
	    -     Honor narasumber  [2 OR x 2 JAM]	4	OK	500000	2000000		
     525112	Belanja Barang	0		0	3020000		F
	> Workshop reviu kurikulum	0		0	3020000		
	    -     Konsumsi workshop reviu kurikulum  [15 OR x 2 HR x 1 KL]	30	OK	53000	1590000		
	    -     Penggandaan materi workshop reviu kurikulum  [15 OR x 20 LBR x 3 MTR]	900	LBR	200	180000		
	 >> Persiapan pra klinik	0		0	1250000		
	    -     Konsumsi capping day	50	OR	25000	1250000		
     525115	Belanja Perjalanan	0		0	6450000		F
	> Workshop reviu kurikulum	0		0	6450000		
	    -     Transport pertemuan dalam kota  [15 OR x 1 KL]	15	OK	150000	2250000		
	    -     Uang harian fullboard dalam kota  [15 OR x 2 HR]	30	OH	130000	3900000		
	 >> Persiapan pra klinik	0		0	300000		
	    -     Transport narasumber  [2 OR x 1 KL]	2	OK	150000	300000		
      J	PRODI SARJANA TERAPAN KEBIDANAN ALIH JENJANG MAGELANG	0		0	14970000		
     525111	Belanja Gaji dan Tunjangan	0		0	5000000		F
	> Workshop reviu kurikulum	0		0	5000000		
	    -     Honor narasumber workshop reviu kurikulum  [2 OR x 3 JAM x 1 KL]	6	JAM	500000	3000000		
	 >> Persiapan pra klinik	0		0	2000000		
	    -     Honor narasumber  [2 OR x 2 JAM]	4	OK	500000	2000000		
     525112	Belanja Barang	0		0	3520000		F
	> Workshop reviu kurikulum	0		0	3520000		
	    -     Konsumsi workshop reviu kurikulum  [15 OR x 2 HR x 1 KL]	30	OK	53000	1590000		
	    -     Penggandaan materi workshop reviu kurikulum  [15 OR x 20 LBR x 3 MTR]	900	LBR	200	180000		
	 >> Persiapan pra klinik	0		0	1750000		
	    -     Konsumsi capping day	70	OR	25000	1750000		
     525115	Belanja Perjalanan	0		0	6450000		F
	> Workshop reviu kurikulum	0		0	6450000		
	    -     Transport pertemuan dalam kota  [15 OR x 1 KL]	15	OK	150000	2250000		
	    -     Uang harian fullboard dalam kota  [15 OR x 2 HR]	30	OH	130000	3900000		
	 >> Persiapan pra klinik	0		0	300000		
	    -     Transport narasumber  [2 OR x 1 KL]	2	OK	150000	300000		
      M	MATRIKULASI PROFESI	0		0	84000000		
     525111	Belanja Gaji dan Tunjangan	0		0	75000000		F
	    -     Honor mengajar matrikulasi Profesi  [5 MK x 2 SKS x 10 TM x 3 KLS]	300	MK	250000	75000000		
     525115	Belanja Perjalanan	0		0	9000000		F
	    -     Transport DTT mengajar matrikulasi Profesi  [2 MK x 1 SMT x 10 TM x 3 KLS]	60	MK	150000	9000000		
      O	PRODI SARJANA TERAPAN KEBIDANAN ALIH JENJANG IBI KOTA SEMARANG	0		0	14470000		
     525111	Belanja Gaji dan Tunjangan	0		0	5000000		F
	> Workshop reviu kurikulum	0		0	5000000		
	    -     Honor narasumber workshop reviu kurikulum  [2 OR x 3 JAM x 1 KL]	6	JAM	500000	3000000		
	 >> Persiapan pra klinik	0		0	2000000		
	    -     Honor narasumber  [2 OR x 2 JAM]	4	OK	500000	2000000		
     525112	Belanja Barang	0		0	3020000		F
	> Workshop reviu kurikulum	0		0	3020000		
	    -     Konsumsi workshop reviu kurikulum  [15 OR x 2 HR x 1 KL]	30	OK	53000	1590000		
	    -     Penggandaan materi workshop reviu kurikulum  [15 OR x 20 LBR x 3 MTR]	900	LBR	200	180000		
	 >> Persiapan pra klinik	0		0	1250000		
	    -     Konsumsi capping day	50	OR	25000	1250000		
     525115	Belanja Perjalanan	0		0	6450000		F
	> Workshop reviu kurikulum	0		0	6450000		
	    -     Transport pertemuan dalam kota  [15 OR x 1 KL]	15	OK	150000	2250000		
	    -     Uang harian fullboard dalam kota  [15 OR x 2 HR]	30	OH	130000	3900000		
	 >> Persiapan pra klinik	0		0	300000		
	    -     Transport narasumber  [2 OR x 1 KL]	2	OK	150000	300000		
      P	PRODI SARJANA TERAPAN KEBIDANAN ALIH JENJANG IBI PEKALONGAN	0		0	14470000		
     525111	Belanja Gaji dan Tunjangan	0		0	5000000		F
	> Workshop reviu kurikulum	0		0	5000000		
	    -     Honor narasumber workshop reviu kurikulum  [2 OR x 3 JAM x 1 KL]	6	JAM	500000	3000000		
	 >> Persiapan pra klinik	0		0	2000000		
	    -     Honor narasumber  [2 OR x 2 JAM]	4	OK	500000	2000000		
     525112	Belanja Barang	0		0	3020000		F
	> Workshop reviu kurikulum	0		0	3020000		
	    -     Konsumsi workshop reviu kurikulum  [15 OR x 2 HR x 1 KL]	30	OK	53000	1590000		
	    -     Penggandaan materi workshop reviu kurikulum  [15 OR x 20 LBR x 3 MTR]	900	LBR	200	180000		
	 >> Persiapan pra klinik	0		0	1250000		
	    -     Konsumsi capping day	50	OR	25000	1250000		
     525115	Belanja Perjalanan	0		0	6450000		F
	> Workshop reviu kurikulum	0		0	6450000		
	    -     Transport pertemuan dalam kota  [15 OR x 1 KL]	15	OK	150000	2250000		
	    -     Uang harian fullboard dalam kota  [15 OR x 2 HR]	30	OH	130000	3900000		
	 >> Persiapan pra klinik	0		0	300000		
	    -     Transport narasumber  [2 OR x 1 KL]	2	OK	150000	300000		
      R	PRODI SARJANA KEBIDANAN ALIH JENJANG IBI BANYUMAS	0		0	14470000		
     525111	Belanja Gaji dan Tunjangan	0		0	5000000		F
	> Workshop reviu kurikulum	0		0	5000000		
	    -     Honor narasumber workshop reviu kurikulum  [2 OR x 3 JAM x 1 KL]	6	JAM	500000	3000000		
	 >> Persiapan pra klinik	0		0	2000000		
	    -     Honor narasumber  [2 OR x 2 JAM]	4	OK	500000	2000000		
     525112	Belanja Barang	0		0	3020000		F
	> Workshop reviu kurikulum	0		0	3020000		
	    -     Konsumsi workshop reviu kurikulum  [15 OR x 2 HR x 1 KL]	30	OK	53000	1590000		
	    -     Penggandaan materi workshop reviu kurikulum  [15 OR x 20 LBR x 3 MTR]	900	LBR	200	180000		
	 >> Persiapan pra klinik	0		0	1250000		
	    -     Konsumsi capping day	50	OR	25000	1250000		
     525115	Belanja Perjalanan	0		0	6450000		F
	> Workshop reviu kurikulum	0		0	6450000		
	    -     Transport pertemuan dalam kota  [15 OR x 1 KL]	15	OK	150000	2250000		
	    -     Uang harian fullboard dalam kota  [15 OR x 2 HR]	30	OH	130000	3900000		
	 >> Persiapan pra klinik	0		0	300000		
	    -     Transport narasumber  [2 OR x 1 KL]	2	OK	150000	300000		
      T	Manajemen Jurusan	0		0	62450000		
     525111	Belanja Gaji dan Tunjangan	0		0	3600000		F
	> Kuliah pakar	0		0	3600000		
	    -     Honor narasumber  [1 OR x 4 JAM x 1 KL]	4	OK	900000	3600000		
     525112	Belanja Barang	0		0	45000000		F
	> Kuliah pakar	0		0	45000000		
